5,20,51,1
5,21,53,1
5,22,53,1
5,22,51,1
5,23,53,1
5,24,51,1
5,25,32,1
5,26,32,1
5,26,53,1
6,1,53,1
6,2,53,1
6,3,53,1
6,4,53,1
6,4,60,1
6,5,53,1
6,6,53,1
6,6,51,1
6,7,51,1
6,8,53,1
6,9,51,1
6,10,51,1
6,11,51,1
6,12,51,1
6,13,51,1
6,14,51,1
6,15,53,1
6,16,53,1
6,17,53,1
6,18,53,1
6,18,51,1
6,19,51,1
6,20,53,1
6,21,51,1
6,22,51,1
6,23,51,1
6,24,51,1
6,24,53,1
6,25,53,1
6,26,51,1
6,27,53,1
6,28,51,1
6,28,53,1
6,29,53,1
6,29,51,1
6,30,51,1
6,31,53,1
6,32,51,1
6,33,51,1
6,34,51,1
6,34,53,1
6,35,53,1
6,36,53,1
6,37,53,1
7,1,42,1
7,2,42,1
7,3,42,1
7,4,42,1
7,5,42,1
7,6,42,1
7,7,42,1
7,8,42,1
7,9,42,1
7,9,21,1
7,10,42,1
7,11,42,1
7,12,42,1
7,13,42,1
7,14,42,1
7,14,60,1
7,15,42,1
7,16,42,1
7,17,42,1
7,18,42,1
7,19,42,1
8,1,22,1
8,2,22,1
8,3,22,1
8,4,22,1
8,5,22,1
8,6,22,1
8,7,22,1
8,8,22,1
8,9,22,1
8,9,21,1
8,10,22,1
8,11,22,1
8,12,22,1
8,13,22,1
8,14,22,1
8,15,22,1
8,16,22,1
8,17,22,1
8,18,22,1
8,19,22,1
8,20,22,1
8,21,22,1
8,22,22,1
9,1,23,1
9,1,21,1
9,2,23,1
9,3,23,1
9,4,23,1
9,5,23,1
9,5,21,1
9,6,23,1
20,1,89,1
20,2,89,1
20,3,89,1
20,4,89,1
22,1,88,1
22,2,88,1
22,3,88,1
22,4,88,1
22,5,88,1
22,6,88,1
22,7,88,1
22,8,88,1
22,9,88,1
22,10,88,1
22,11,88,1
23,1,87,1
23,2,87,1
23,3,87,1
23,4,87,1
24,1,43,1
24,2,43,1
24,3,43,1
24,4,43,1
24,5,43,1
24,6,43,1
25,1,26,1
25,2,26,1
25,3,26,1
25,4,26,1
25,5,26,1
26,1,25,1
26,2,25,1
26,3,25,1
26,4,25,1
26,5,25,1
26,6,25,1
26,7,25,1
26,8,25,1
26,9,25,1
26,10,25,1
26,11,25,1
26,12,25,1
90,1,60,1
90,2,23,1
99,0,82,1
99,0,44,1
99,0,22,1
99,0,42,1
99,0,51,1
99,0,21,1
99,1,21,1
99,1,22,1
99,1,46,1
99,2,60,1
99,2,26,1
99,2,87,1
99,3,42,1
99,3,24,1
99,3,21,1
99,3,22,1
